"key","collection","code","number","totalRows","variantCount","titleVariantCount","lyricsVariantCount","rowIds","titles","lyricsHashes"
"CAN|CAN1|1","CAN","CAN1","1","3","3","2","3","985|3786|6001","Meenya Ngyirama Apem Matow Ndwom || Meenya Ngyirama Apem Matow Ndwom || Dɛn na memfa nyi me Nyame ayɛ","234fbbe12d79|c9d10bf68b78|9b9dca8ea772"
"CAN|CAN2|2","CAN","CAN2","2","2","2","1","2","986|3787","Nyimpa A Hom Wo Wiadze Nyina || Nyimpa A Hom Wo Wiadze Nyina","e72c12d7f960|be8129371a04"
"CAN|CAN3|3","CAN","CAN3","3","2","2","1","2","987|3788","Wi N' ase Abodze Nyina || Wi N' ase Abodze Nyina","81d8609c0580|5e3ad10be4f1"
"CAN|CAN4|4","CAN","CAN4","4","2","2","1","2","988|3789","Domankoma ! Wo Sor Tsebea || Domankoma ! Wo Sor Tsebea","f7a3a05a9a99|66a00dea5625"
"CAN|CAN5|5","CAN","CAN5","5","2","2","1","2","989|3790","Hom Nkotow Hen Nyimnyamfo A Owo Sor || Hom Nkotow Hen Nyimnyamfo A Owo Sor","603afac404e6|f047818a1c12"
"CAN|CAN6|6","CAN","CAN6","6","2","2","1","2","990|3791","O Sor Ewuradze Wo Kronkronye Feefew Mu || O Sor Ewuradze Wo Kronkronye Feefew Mu","aa216b28413e|0aff644932e9"
"CAN|CAN7|7","CAN","CAN7","7","2","2","1","2","991|3792","Hen 'Koma, Nsa, Nye Ndze || Hen 'Koma, Nsa, Nye Ndze","a81ff6101f56|0e0d52ce4045"
"CAN|CAN8|8","CAN","CAN8","8","2","2","1","2","992|3793","Me Kra, Yi Osor Hen Ayew || Me Kra, Yi Osor Hen Ayew","6c2c6b80c4cd|bea3b09db08a"
"CAN|CAN9|9","CAN","CAN9","9","2","2","1","2","993|3794","Wonyi Nyame Hen Ayew || Wonyi Nyame Hen Ayew","d6ff83bf3c66|80cb791967ab"
"CAN|CAN10|10","CAN","CAN10","10","2","2","1","2","994|3795","Nyimnyam Hen, Asomdwee Hen || Nyimnyam Hen, Asomdwee Hen","3fcc8f4d4a10|0221c5c5d129"
"CAN|CAN11|11","CAN","CAN11","11","2","2","1","2","995|3796","Hen Nyame N' abodze Nyina || Hen Nyame N' abodze Nyina","9ca51a887e9b|5244d7c40608"
"CAN|CAN12|12","CAN","CAN12","12","2","2","1","2","996|3797","Kronkron, Kronkron, Kronkron, Otumfo Nyankopon || Kronkron, Kronkron, Kronkron, Otumfo Nyankopon","7567667327f1|3b8f17943c8d"
"CAN|CAN13|13","CAN","CAN13","13","2","2","1","2","997|3798","Osor Egya A Wo Do Kese N || Osor Egya A Wo Do Kese N","de369202e34c|78dc00b8f85b"
"CAN|CAN14|14","CAN","CAN14","14","2","2","1","2","998|3799","Ewuradze Nye Mo Guanhwefo || Ewuradze Nye Mo Guanhwefo","a2292307b594|a3300bfe711a"
"CAN|CAN15|15","CAN","CAN15","15","2","2","1","2","999|3800","Hwe, Bow Mpetsema Hyenhyenn || Hwe, Bow Mpetsema Hyenhyenn","54e1c57c40bb|5f1a8040bf68"
"CAN|CAN16|16","CAN","CAN16","16","2","2","1","2","1000|3801","Ayeyi Nka Ewuradze, Tumfo, Abodze Nyina Hen || Ayeyi Nka Ewuradze, Tumfo, Abodze Nyina Hen","f8da85ffbacb|0be09f0c9ecd"
"CAN|CAN17|17","CAN","CAN17","17","2","2","1","2","1001|3802","Oyi Nye Nyame A Yesor No N || Oyi Nye Nyame A Yesor No N","2f244a10e784|b0e4def69d7b"
"CAN|CAN18|18","CAN","CAN18","18","2","2","1","2","1002|3803","Me Nyame, Mbre Dua Ye Nwanwa A || Me Nyame, Mbre Dua Ye Nwanwa A","218dcd36a470|b40a0f7b5e1a"
"CAN|CAN19|19","CAN","CAN19","19","2","2","1","2","1003|3804","Odo Hen Nye Mo Guanhwefo || Odo Hen Nye Mo Guanhwefo","8f733e5b2748|3fecc465bdbe"
"CAN|CAN20|20","CAN","CAN20","20","2","2","1","2","1004|3805","Minsi Den Mondo Me Nyame || Minsi Den Mondo Me Nyame","dd3622833d96|7d9a5b1e2a24"
"CAN|CAN21|21","CAN","CAN21","21","2","2","1","2","1005|3806","Enyimnyam Nye Ntonton Nka || Enyimnyam Nye Ntonton Nka","718b6d016a96|3b2cea2eeb17"
"CAN|CAN22|22","CAN","CAN22","22","2","2","1","2","1006|3807","Nkorofo Nyina Nhua Jesus Dzin || Nkorofo Nyina Nhua Jesus Dzin","f05d2d546c2d|64b90f1b84d5"
"CAN|CAN23|23","CAN","CAN23","23","2","2","1","2","1007|3808","Jesus Dzin Bo Adze Nyina Do || Jesus Dzin Bo Adze Nyina Do","d008afcb864f|26258cc5f580"
"CAN|CAN24|24","CAN","CAN24","24","2","2","1","2","1008|3809","Eguambaa Bi, Nkwagye Dzin Bi || Eguambaa Bi, Nkwagye Dzin Bi","83ea3dfb2f98|daf9d68fb42f"
"CAN|CAN25|25","CAN","CAN25","25","2","2","1","2","1009|3810","Mbre Jesus Ne Dzin Dua Ye Dew || Mbre Jesus Ne Dzin Dua Ye Dew","0294e642ed4e|293334566ae3"
"CAN|CAN26|26","CAN","CAN26","26","2","2","1","2","1010|3811","Pomfo Kese, Nyame Eguambaa || Pomfo Kese, Nyame Eguambaa","8365810f590f|16f9575507e5"
"CAN|CAN27|27","CAN","CAN27","27","2","2","1","2","1011|3812","Jesu, Wo Ho Adwen Nko Mpo || Jesu, Wo Ho Adwen Nko Mpo","8872dcef2abe|08f900cdd84c"
"CAN|CAN28|28","CAN","CAN28","28","2","2","1","2","1012|3813","Jesu, 'Koma Doyefo Hon Dew || Jesu, 'Koma Doyefo Hon Dew","2c9d7b1d4ef5|2d45b507da80"
"CAN|CAN29|29","CAN","CAN29","29","2","2","1","2","1013|3814","Jesu, Me Kra No Dofo || Jesu, Me Kra No Dofo","6465d5252669|a43ff262d4d7"
"CAN|CAN30|30","CAN","CAN30","30","2","2","1","2","1014|3815","Jesus, Hen Guanhwefo || Jesus, Hen Guanhwefo","db6c4c6c2798|9e98751a1f21"
"CAN|CAN31|31","CAN","CAN31","31","2","2","1","2","1015|3816","Mbre Mudua Do Jesus || Mbre Mudua Do Jesus","3dc1cc5e51c3|58985adfdc19"
"CAN|CAN32|32","CAN","CAN32","32","2","2","1","2","1016|3817","Tsie ! Abofo Ruhua De || Tsie ! Abofo Ruhua De","d14061cae9b6|db4c57926628"
"CAN|CAN33|33","CAN","CAN33","33","2","2","1","2","1017|3818","Agyedzifo, Hom Mbra || Agyedzifo, Hom Mbra","9895af1d448e|8e315c3d6b5c"
"CAN|CAN34|34","CAN","CAN34","34","2","2","1","2","1018|3819","O Christianfo, Hom Nnyan Na Adze Akye || O Christianfo, Hom Nnyan Na Adze Akye","ae672819cd37|1c67923f9ec6"
"CAN|CAN35|35","CAN","CAN35","35","2","2","1","2","1019|3820","Adzekyee Mba Nyinara Mu Dansewa || Adzekyee Mba Nyinara Mu Dansewa","a2202a2eaf25|d5950115c183"
"CAN|CAN36|36","CAN","CAN36","36","2","2","1","2","1020|3821","Hwe, Woawo Nyame Eguambaa A || Hwe, Woawo Nyame Eguambaa A","548908f51ded|baf80341ba2d"
"CAN|CAN37|37","CAN","CAN37","37","2","2","1","2","1021|3822","Anago Bi Na Nguanhwefo || Anago Bi Na Nguanhwefo","183fc2092dfb|bde22d3bdd00"
"CAN|CAN38|38","CAN","CAN38","38","2","2","1","2","1022|3823","Osor Do No okron Dodow || Osor Do No okron Dodow","d44135da4d4a|ee0e30b352a1"
"CAN|CAN39|39","CAN","CAN39","39","2","2","1","2","1023|3824","Adom Nwanwa, Woawo N' ampa || Adom Nwanwa, Woawo N' ampa","5e1be05ba64d|6351f08f876b"
"CAN|CAN40|40","CAN","CAN40","40","2","2","1","2","1024|3825","Igyaa W' ahengua || Igyaa W' ahengua","3bcb77888978|4c0417586e52"
"CAN|CAN41|41","CAN","CAN41","41","2","2","1","2","1025|3826","Woana Na N-guanhwefo || Woana Na N-guanhwefo","06f3fd861d1e|1507bd9488aa"
"CAN|CAN42|42","CAN","CAN42","42","2","2","1","2","1026|3827","Na Nyimpa A Woaye Petsee Yi || Na Nyimpa A Woaye Petsee Yi","595e7ef863e2|994efa2afd51"
"CAN|CAN43|43","CAN","CAN43","43","2","2","1","2","1027|3828","Metsee De Jesus Ne Ndze Se || Metsee De Jesus Ne Ndze Se","449c51c02f91|28d46b026219"
"CAN|CAN44|44","CAN","CAN44","44","2","2","1","2","1028|3829","Owo A Wopemee Betsiee Wo || Owo A Wopemee Betsiee Wo","7ea4f64537c0|7b51a067ded7"
"CAN|CAN45|45","CAN","CAN45","45","2","2","1","2","1029|3830","Jesus Fre Hen! Se Hen Bra Po || Jesus Fre Hen! Se Hen Bra Po","a03c78c271fe|e8e0bbc980bf"
"CAN|CAN46|46","CAN","CAN46","46","2","2","1","2","1030|3831","Ka 'Sem Dadaw No Kyere Me || Ka 'Sem Dadaw No Kyere Me","c41c509c3d3a|bb7028ec55e9"
"CAN|CAN47|47","CAN","CAN47","47","2","2","1","2","1031|3832","Idzii Mbuada Adaduanan || Idzii Mbuada Adaduanan","2cc18374cdf6|fd9cabec4b73"
"CAN|CAN48|48","CAN","CAN48","48","2","2","1","2","1032|3833","Jesus, Motwer Wo, Medze Me Kra Twer Wo || Jesus, Motwer Wo, Medze Me Kra Twer Wo","3e70e82d7876|3b2fbae90c48"
"CAN|CAN49|49","CAN","CAN49","49","2","2","1","2","1033|3834","Mma Nnsu Mma Nyia Oso Mbeamudua || Mma Nnsu Mma Nyia Oso Mbeamudua","f18a6fed9239|e74fac926676"
"CAN|CAN50|50","CAN","CAN50","50","2","2","1","2","1034|3835","Yaw Nyimpa! Wonhwe Dzin Bi A || Yaw Nyimpa! Wonhwe Dzin Bi A","6bd8ac048e9d|67b58c621b3d"
"CAN|CAN51|51","CAN","CAN51","51","2","2","1","2","1035|3836","Aa! Jesu Kronkron, Eben Bon Na Aye || Aa! Jesu Kronkron, Eben Bon Na Aye","656e3bf2b15c|53ac459db942"
"CAN|CAN52|52","CAN","CAN52","52","2","2","1","2","1036|3837","Kokwaa Bi Wo Ekyirkyir Noho || Kokwaa Bi Wo Ekyirkyir Noho","ead152a527a3|928848c06659"
"CAN|CAN53|53","CAN","CAN53","53","2","2","1","2","1037|3838","Nyame Eguambaa, Yerekaa || Nyame Eguambaa, Yerekaa","34152f064e80|225d3ac39618"
"CAN|CAN54|54","CAN","CAN54","54","2","2","1","2","1038|3839","Moto M' enyi Hwe Anwanwa Dua A || Moto M' enyi Hwe Anwanwa Dua A","e4a229c5914c|55c08c2ae2af"
"CAN|CAN55|55","CAN","CAN55","55","2","2","1","2","1039|3840","Onyame Do! Ben Na Na Aye I || Onyame Do! Ben Na Na Aye I","df6a157c832d|2a4029366935"
"CAN|CAN56|56","CAN","CAN56","56","2","2","1","2","1040|3841","Hom Mbra Ma Yenka Mmom Kakra || Hom Mbra Ma Yenka Mmom Kakra","7870569e5caa|4d449378fb73"
"CAN|CAN57|57","CAN","CAN57","57","2","2","1","2","1041|3842","Ko Do Ko Kan Ahentum Mu || Ko Do Ko Kan Ahentum Mu","f00a1f041a78|b79d106667ab"
"CAN|CAN58|58","CAN","CAN58","58","2","2","1","2","1042|3843","Hwe Adasa Hon Agyenkwa || Hwe Adasa Hon Agyenkwa","6a88f63eaccb|df799256dbbc"
"CAN|CAN59|59","CAN","CAN59","59","2","2","1","2","1043|3844","Yetow Ayeyindwom Kamfo || Yetow Ayeyindwom Kamfo","260345760495|d442520f8c3d"
"CAN|CAN60|60","CAN","CAN60","60","2","2","1","2","1044|3845","Jesus, Fa M' Sie Mbeamudua N' ho || Jesus, Fa M' Sie Mbeamudua N' ho","832d494d36ba|c35c6860249e"
"CAN|CAN61|61","CAN","CAN61","61","2","2","1","2","1045|3846","Bura Bi Wo Ho Bogya Ma || Bura Bi Wo Ho Bogya Ma","65888ea1bbe9|076111440c80"
"CAN|CAN62|62","CAN","CAN62","62","2","2","1","2","1046|3847","O Tsir Kronkron, Wopiraa Wo || O Tsir Kronkron, Wopiraa Wo","9214cf7d0740|a52d4d15b9a4"
"CAN|CAN63|63","CAN","CAN63","63","2","2","1","2","1047|3848","Ewuradze Christ Asoer Nde; Alleluia || Ewuradze Christ Asoer Nde; Alleluia","68cb40f078ea|8967276962fc"
"CAN|CAN64|64","CAN","CAN64","64","2","2","1","2","1048|3849","Jesus Christ Asoer N-de, Hallelujah || Jesus Christ Asoer N-de, Hallelujah","6c50f427ac24|d69dec696a82"
"CAN|CAN65|65","CAN","CAN65","65","2","2","1","2","1049|3850","Christ Asoer O! Hallelujah || Christ Asoer O! Hallelujah","7d2b49ed902d|05c7b168493e"
"CAN|CAN66|66","CAN","CAN66","66","2","2","1","2","1050|3851","Ewuradze Christ Asoer Bio || Ewuradze Christ Asoer Bio","6f6738a559cc|b82f3adc219f"
"CAN|CAN67|67","CAN","CAN67","67","2","2","1","2","1051|3852","Oko Kese No Abo Adze || Oko Kese No Abo Adze","681a8a2a75f6|2a0d02e54999"
"CAN|CAN68|68","CAN","CAN68","68","2","2","1","2","1052|3853","Christ Tse Ase! Afei Owu || Christ Tse Ase! Afei Owu","d3114ba8751d|2ac78cb2ae1c"
"CAN|CAN69|69","CAN","CAN69","69","2","2","1","2","1053|3854","Tsetse Mbobow, Hom Mbuebue Yie || Tsetse Mbobow, Hom Mbuebue Yie","0566e119d9ce|eee3bfe667d5"
"CAN|CAN70|70","CAN","CAN70","70","2","2","1","2","1054|3855","Hwe Da A Christ Fowee Kor Sor, Alleluia || Hwe Da A Christ Fowee Kor Sor, Alleluia","100533a5e229|1e95a5022510"
"CAN|CAN71|71","CAN","CAN71","71","2","2","1","2","1055|3856","Hwe Konyimdzifo N' Afow Sor || Hwe Konyimdzifo N' Afow Sor","d06768b977d8|af9c68bc81bc"
"CAN|CAN72|72","CAN","CAN72","72","2","2","1","2","1056|3857","Sika Mbotsen No Ebuebue || Sika Mbotsen No Ebuebue","e3350cb2fd92|4cb3489e31fe"
"CAN|CAN73|73","CAN","CAN73","73","2","2","1","2","1057|3858","Mbowa A Jewfo Dze Boo Afor || Mbowa A Jewfo Dze Boo Afor","92fd2a97d103|6063d99a3e1b"
"CAN|CAN74|74","CAN","CAN74","74","2","2","1","2","1058|3859","Me Gyedzi Tsim Wo Do || Me Gyedzi Tsim Wo Do","78a36b9170cf|640fffadaee2"
"CAN|CAN75|75","CAN","CAN75","75","2","2","1","2","1059|3860","Dzi Dew, Nyame Ye Hen || Dzi Dew, Nyame Ye Hen","5f29d3e79171|5924663552ed"
"CAN|CAN76|76","CAN","CAN76","76","2","2","1","2","1060|3861","O Bra, O Bra Immanuel || O Bra, O Bra Immanuel","20e5cc40fd7d|b8dd012dd737"
"CAN|CAN77|77","CAN","CAN77","77","2","2","1","2","1061|3862","Hwe! Odze Mununkum Risian || Hwe! Odze Mununkum Risian","96368d2ab257|5231536e5692"
"CAN|CAN78|78","CAN","CAN78","78","2","2","1","2","1062|3863","Kwantunyi Ankonam Ne Kan || Kwantunyi Ankonam Ne Kan","60d32b4d47e4|7f93eac78021"
"CAN|CAN79|79","CAN","CAN79","79","2","2","1","2","1063|3864","Beebiara Mbre Ewia Onhyeren || Beebiara Mbre Ewia Onhyeren","4504bb44e1ad|ddbcbb02f3a8"
"CAN|CAN80|80","CAN","CAN80","80","2","2","1","2","1064|3865","O Nyame Do, Sian Famu || O Nyame Do, Sian Famu","27b583f271aa|6fec63e0e99f"
"CAN|CAN81|81","CAN","CAN81","81","2","2","1","2","1065|3866","Tsetseber A Nyame Siaan Wiadze N' || Tsetseber A Nyame Siaan Wiadze N'","76246538c32b|d4c1651e30de"
"CAN|CAN82|82","CAN","CAN82","82","2","2","1","2","1066|3867","Egya, Hye Wo Ba Enyimnyam || Egya, Hye Wo Ba Enyimnyam","1ee56bcf89f1|5ed718151c57"
"CAN|CAN83|83","CAN","CAN83","83","2","2","1","2","1067|3868","Ansaana Hen Gyefo Siarfo || Ansaana Hen Gyefo Siarfo","9e2698b5db57|1e3bb1a6b6b9"
"CAN|CAN84|84","CAN","CAN84","84","2","2","1","2","1068|3869","Ao O, Sunsum Kronkron, Bra || Ao O, Sunsum Kronkron, Bra","6b5aba943621|dd14940b7eb0"
"CAN|CAN85|85","CAN","CAN85","85","2","2","1","2","1069|3870","Nyame Sunsum, Tsie Hen Mpaabo || Nyame Sunsum, Tsie Hen Mpaabo","6db6bd6d45ec|622a379e2027"
"CAN|CAN86|86","CAN","CAN86","86","2","2","1","2","1070|3871","Nyame Ahom, Gu Mo Do || Nyame Ahom, Gu Mo Do","7382e831ada6|28d4b9baf5f2"
"CAN|CAN87|87","CAN","CAN87","87","2","2","1","2","1071|3872","Okorsa Nyame, Yesor Wo || Okorsa Nyame, Yesor Wo","c1f884bf14e7|1eeef2a6488a"
"CAN|CAN88|88","CAN","CAN88","88","2","2","1","2","1072|3873","Mboborhu Egya, W' asem Mu || Mboborhu Egya, W' asem Mu","68cd89e690ca|f4472da57e81"
"CAN|CAN89|89","CAN","CAN89","89","2","2","1","2","1073|3874","Sunsum Kronkron, Bra Hen Komam || Sunsum Kronkron, Bra Hen Komam","3d907cffd4a8|757dad029467"
"CAN|CAN90|90","CAN","CAN90","90","2","2","1","2","1074|3875","Ewuradze, W' asem Tsim || Ewuradze, W' asem Tsim","fd4de7bc5f3c|8041a68703d4"
"CAN|CAN91|91","CAN","CAN91","91","2","2","1","2","1075|3876","Kanea A Yedze Hwe Hen Kwan Mu || Kanea A Yedze Hwe Hen Kwan Mu","9ac4ce5c39e1|fd33651ca48a"
"CAN|CAN92|92","CAN","CAN92","92","2","2","1","2","1076|3877","Ma Yentow Anwanwa Do Bi Ho Ndwom || Ma Yentow Anwanwa Do Bi Ho Ndwom","5f2bc503e660|bcd20728e181"
"CAN|CAN93|93","CAN","CAN93","93","2","2","1","2","1077|3878","Ana Ahaw Na Abere || Ana Ahaw Na Abere","b360d70a458a|cd53cf293f49"
"CAN|CAN94|94","CAN","CAN94","94","2","2","1","2","1078|3879","Ewuradze Matse Nka De || Ewuradze Matse Nka De","e87a9b4bbcd9|53a250a56147"
"CAN|CAN95|95","CAN","CAN95","95","2","2","1","2","1079|3880","Jesus Gye Ndzebonyefo || Jesus Gye Ndzebonyefo","9571e1d9cb70|d397b953f0e7"
"CAN|CAN96|96","CAN","CAN96","96","2","2","1","2","1080|3881","Abon, 'Kobesaefo, Hom Mbra || Abon, 'Kobesaefo, Hom Mbra","0a728cbdad97|5a5a2a0a7eb7"
"CAN|CAN97|97","CAN","CAN97","97","2","2","1","2","1081|3882","Bra Ma Hen Yegye Christ Dzi || Bra Ma Hen Yegye Christ Dzi","a9af1b378d2d|68a2e772bbfb"
"CAN|CAN98|98","CAN","CAN98","98","2","2","1","2","1082|3883","Mma Mmpa Mo Ho, Agyenkwa Brefo || Mma Mmpa Mo Ho, Agyenkwa Brefo","5c47805821f3|66fd786d1618"
"CAN|CAN99|99","CAN","CAN99","99","2","2","1","2","1083|3884","Per Gye Hon A Woreyew || Per Gye Hon A Woreyew","e9994b642f40|95c0222085cb"
"CAN|CAN100|100","CAN","CAN100","100","2","2","1","2","1084|3885","Abow Bi Woaka Awaw Ho || Abow Bi Woaka Awaw Ho","34ba1fa69af0|3f7e14250a13"
"CAN|CAN101|101","CAN","CAN101","101","2","2","1","2","1085|3886","Bra Fie, Bra Fie || Bra Fie, Bra Fie","7c05739eba5d|7a14ff97276a"
"CAN|CAN102|102","CAN","CAN102","102","2","2","1","2","1086|3887","Bra Agyenkwa Ho, Mma Nnye Ekyim || Bra Agyenkwa Ho, Mma Nnye Ekyim","18a3d1b3039d|7fb4712e975c"
"CAN|CAN103|103","CAN","CAN103","103","2","2","1","2","1087|3888","Oduyefo Kese N'aben || Oduyefo Kese N'aben","b8d2a4952e27|6c32eb493eb4"
"CAN|CAN104|104","CAN","CAN104","104","2","2","1","2","1088|3889","Abofo Rikyin Hen Ho || Abofo Rikyin Hen Ho","32ba953dc29d|74d53608581a"
"CAN|CAN105|105","CAN","CAN105","105","2","2","1","2","1089|3890","Werehonyi, 'Wo Hen Ara A || Werehonyi, 'Wo Hen Ara A","10c7f5817176|5ac7ff47a067"
